normalized_underlying_name,direct_scheme_code,regular_scheme_code,mapping_status,direct_scheme_codes,regular_scheme_codes
bse india defence etf fof,154187.0,154189.0,high_confidence_candidate,,
bse india infrastructure index fund,153081.0,153080.0,high_confidence_candidate,,
bse india sector leaders index fund,,,ambiguous,[153838],"[153839, 153958]"
bse india sector leaders india fund,,,rejected,,
bse india sectors leaders index fund,154171.0,154170.0,high_confidence_candidate,,
bse low volatility index fund,149881.0,149880.0,high_confidence_candidate,,
bse multicap consumption 50:30:20 index fund,154066.0,154064.0,high_confidence_candidate,,
bse psu bank index fund,153432.0,153434.0,high_confidence_candidate,,
bse psu index fund,152755.0,152752.0,high_confidence_candidate,,
bse quality index fund,153420.0,153425.0,high_confidence_candidate,,
bse select business groups index fund,153132.0,153134.0,high_confidence_candidate,,
bse select ipo etf fund of fund,153385.0,153387.0,high_confidence_candidate,,
bse sensex index fund,,,ambiguous,"[120308, 149803, 151769, 152422, 153286]","[101199, 149802, 151765, 152421, 153284]"
bse sensex next 30 index fund,,,ambiguous,"[153219, 153567]","[153216, 153566]"
build india fund,,,rejected,,
business cycle,,,rejected,,
business cycle fund,,,ambiguous,"[148651, 149071, 149295, 150805, 152677, 152878, 152796, 153121]","[149068, 149296, 150626, 152678, 152877, 152794, 153122]"
business cycles fund,151368.0,151366.0,high_confidence_candidate,,
buy india fund,120529.0,103170.0,high_confidence_candidate,,
canara robeco balanced advantage fund,152688.0,152690.0,high_confidence_candidate,,
canara robeco banking and financials services fund,154250.0,154248.0,high_confidence_candidate,,
canara robeco banking and psu debt fund,150505.0,150503.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 10,146302.0,146303.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 2 a,125020.0,125019.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 3,,,rejected,,
canara robeco capital protection oriented fund series 4,133879.0,133880.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 5,134156.0,134159.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 6,135673.0,135675.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 7,139714.0,139716.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 8,141304.0,141306.0,high_confidence_candidate,,
canara robeco capital protection oriented fund series 9,142374.0,142372.0,high_confidence_candidate,,
canara robeco conservative hybrid fund,118309.0,100601.0,high_confidence_candidate,,
canara robeco consumption fund,118273.0,112152.0,high_confidence_candidate,,
canara robeco corporate bond fund,126685.0,126687.0,high_confidence_candidate,,
canara robeco dual advantage fund series 1,143410.0,143412.0,high_confidence_candidate,,
canara robeco dynamic bond fund,118284.0,111962.0,high_confidence_candidate,,
canara robeco elss tax saver,118285.0,111722.0,high_confidence_candidate,,
canara robeco equity hybrid fund,118272.0,106166.0,high_confidence_candidate,,
canara robeco flexicap fund,118275.0,101922.0,high_confidence_candidate,,
canara robeco fmp series 8,145197.0,145195.0,high_confidence_candidate,,
canara robeco focused fund,148883.0,148884.0,high_confidence_candidate,,
canara robeco gilt advantage fund,118297.0,114682.0,high_confidence_candidate,,
canara robeco gilt fund,118299.0,100597.0,high_confidence_candidate,,
canara robeco gold savings fund,118301.0,117541.0,high_confidence_candidate,,
canara robeco income fund,118282.0,101588.0,high_confidence_candidate,,
canara robeco india opportunities,132961.0,132959.0,high_confidence_candidate,,
canara robeco india opportunities series 2,134039.0,134041.0,high_confidence_candidate,,
canara robeco indigo fund,118302.0,113101.0,high_confidence_candidate,,
canara robeco infrastructure fund,118267.0,103390.0,high_confidence_candidate,,
canara robeco large and mid cap fund,118278.0,102920.0,high_confidence_candidate,,
canara robeco large cap fund,118269.0,113221.0,high_confidence_candidate,,
canara robeco liquid fund,,,ambiguous,[118305],"[109353, 101365]"
canara robeco manufacturing fund,152450.0,152447.0,high_confidence_candidate,,
canara robeco mid cap fund,150817.0,150816.0,high_confidence_candidate,,
canara robeco multi asset allocation fund,153465.0,153466.0,high_confidence_candidate,,
canara robeco multi cap fund,151824.0,151821.0,high_confidence_candidate,,
canara robeco nifty index,118266.0,102805.0,high_confidence_candidate,,
canara robeco overnight fund,147531.0,147534.0,high_confidence_candidate,,
canara robeco savings fund,118291.0,102913.0,high_confidence_candidate,,
canara robeco short duration fund,118320.0,115077.0,high_confidence_candidate,,
canara robeco short term fund,118312.0,111883.0,high_confidence_candidate,,
canara robeco small cap fund,146130.0,146127.0,high_confidence_candidate,,
canara robeco ultra short term fund,,,ambiguous,[118317],"[109371, 106329]"
canara robeco value fund,149085.0,149088.0,high_confidence_candidate,,
capital builder fund iv series a,,,rejected,,
capital builder fund iv series b,,,rejected,,
capital builder fund iv series c,,,rejected,,
capital builder fund iv series d,,,rejected,,
capital builder fund series 1 1540 days,142490.0,142489.0,high_confidence_candidate,,
capital builder fund series 4 1582 days,145672.0,145673.0,high_confidence_candidate,,
capital protection oriented fund 5 years series 7,136332.0,136334.0,high_confidence_candidate,,
capital protection oriented fund ii a,148178.0,148180.0,high_confidence_candidate,,
capital protection oriented fund series 1,124356.0,124354.0,high_confidence_candidate,,
capital protection oriented fund series 16,125057.0,125056.0,high_confidence_candidate,,
capital protection oriented fund series 17,125517.0,125518.0,high_confidence_candidate,,
capital protection oriented fund series 18,126611.0,126610.0,high_confidence_candidate,,
capital protection oriented fund series 19,127535.0,127534.0,high_confidence_candidate,,
capital protection oriented fund series 2,126380.0,126381.0,high_confidence_candidate,,
capital protection oriented fund series 20,129215.0,129214.0,high_confidence_candidate,,
capital protection oriented fund series 21,129921.0,129922.0,high_confidence_candidate,,
capital protection oriented fund series 22,130785.0,130786.0,high_confidence_candidate,,
capital protection oriented fund series 23,131165.0,131166.0,high_confidence_candidate,,
capital protection oriented fund series 25,132977.0,132978.0,high_confidence_candidate,,
capital protection oriented fund series 26,134149.0,134148.0,high_confidence_candidate,,
capital protection oriented fund series 29,135776.0,135775.0,high_confidence_candidate,,
capital protection oriented fund series 3 37 months,129314.0,129316.0,high_confidence_candidate,,
capital protection oriented fund series 30,136415.0,136414.0,high_confidence_candidate,,
capital protection oriented fund series 4,130359.0,130365.0,high_confidence_candidate,,
capital protection oriented fund series 5,131405.0,131407.0,high_confidence_candidate,,
capital protection oriented fund series a 1,146547.0,146546.0,high_confidence_candidate,,
capital protection oriented fund series a 2,146704.0,146705.0,high_confidence_candidate,,
capital protection oriented fund series a 3,147242.0,147240.0,high_confidence_candidate,,
capital protection oriented fund series a 4,147359.0,147360.0,high_confidence_candidate,,
capital protection oriented fund series a 5,147631.0,147632.0,high_confidence_candidate,,
capital protection oriented fund series a 6,147644.0,147643.0,high_confidence_candidate,,
capital protection oriented fund series a 7,147942.0,147941.0,high_confidence_candidate,,
capital protection oriented fund series a 8,148172.0,148171.0,high_confidence_candidate,,
capital protection oriented scheme series 1,135328.0,135330.0,high_confidence_candidate,,
capital protection oriented scheme series 2,,,rejected,,
capital protection oriented scheme series 3,136284.0,136286.0,high_confidence_candidate,,
capital protection oriented scheme series 4,139362.0,139360.0,high_confidence_candidate,,
capital protection oriented scheme series iv i 1103 days,,,rejected,,
capital protection oriented scheme series iv ii 1104 days,,,rejected,,
capital protection oriented scheme series iv iii 1105 days,,,rejected,,
capital protection oriented scheme series ix i 1467 days,141244.0,141246.0,high_confidence_candidate,,
capital protection oriented scheme series ix ii 1462 days,141466.0,141464.0,high_confidence_candidate,,
capital protection oriented scheme series ix iii 1389 days,141700.0,141698.0,high_confidence_candidate,,
capital protection oriented scheme series v i 1163 days,,,rejected,,
capital protection oriented scheme series v ii 1135 days,,,rejected,,
capital protection oriented scheme series vi i 1098 days,135256.0,135255.0,high_confidence_candidate,,
capital protection oriented scheme series vi ii 1100 days,135465.0,135462.0,high_confidence_candidate,,
capital protection oriented scheme series vi iii 1098 days,135604.0,135602.0,high_confidence_candidate,,
capital protection oriented scheme series vii i 1098 days,136018.0,136020.0,high_confidence_candidate,,
capital protection oriented scheme series vii ii 1281 days,136356.0,136357.0,high_confidence_candidate,,
capital protection oriented scheme series vii iii 1279 days,136504.0,136502.0,high_confidence_candidate,,
capital protection oriented scheme series vii iv 1278 days,139299.0,139300.0,high_confidence_candidate,,
capital protection oriented scheme series vii v 1281 days,139372.0,139373.0,high_confidence_candidate,,
capital protection oriented scheme series viii i 1278 days,139696.0,139695.0,high_confidence_candidate,,
capital protection oriented scheme series viii ii 1831 days,139859.0,139861.0,high_confidence_candidate,,
capital protection oriented scheme series viii iii 1281days,,,rejected,,
capital protection oriented scheme series viii iv 1996 days,140068.0,140066.0,high_confidence_candidate,,
capital protection oriented scheme series x ii 1134 days,143085.0,143086.0,high_confidence_candidate,,
capitalmind arbitrage fund,154236.0,154233.0,high_confidence_candidate,,
capitalmind flexi cap fund,153738.0,153739.0,high_confidence_candidate,,
capitalmind liquid fund,154011.0,154010.0,high_confidence_candidate,,
capitalmind multi asset allocation fund,154232.0,154231.0,high_confidence_candidate,,
children's equity fund,120724.0,102267.0,high_confidence_candidate,,
children's fund,120285.0,101271.0,high_confidence_candidate,,
children's fund investment,148490.0,148489.0,high_confidence_candidate,,
children's fund lock in,135762.0,135759.0,high_confidence_candidate,,
children's fund no lock in,135764.0,135766.0,high_confidence_candidate,,
children's fund savings,119719.0,101169.0,high_confidence_candidate,,
childrens fund,119312.0,101491.0,high_confidence_candidate,,
china advantage fund,118831.0,112147.0,high_confidence_candidate,,
choice nifty 50 index fund,154301.0,154302.0,high_confidence_candidate,,
choice nifty next 50 index fund,154304.0,154303.0,high_confidence_candidate,,
choice overnight fund,154413.0,154415.0,high_confidence_candidate,,
comma fund,119705.0,103145.0,high_confidence_candidate,,
commodities fund,,,rejected,,
commodity equities fund global agri,119576.0,111349.0,high_confidence_candidate,,
conglomerate fund,,,ambiguous,"[153124, 153867]",[153127]
conservative hybrid active fof,132183.0,132178.0,high_confidence_candidate,,
conservative hybrid fund,,,ambiguous,"[120480, 118491, 120276, 118726, 119839, 120779]","[112924, 112353, 101869, 100968, 102535]"
conservative hybrid fund formerly known as sundaram debt oriented hybrid fund,119635.0,112868.0,high_confidence_candidate,,
conservative hybrid fund segregated portfolio 1,,,rejected,,
conservative hybrid fund segregated portfolio 2,,,rejected,,
conservative hybrid passive fof,118486.0,112327.0,high_confidence_candidate,,
constant maturity 10 year gilt fund,,,ambiguous,"[119614, 120137]","[100061, 101002]"
constant maturity gilt fund,,,rejected,,
consumption fund,,,ambiguous,"[119591, 118722, 118724, 151804, 152169, 152805, 153948, 153913]","[152170, 152804, 153950, 153916]"
consumption fund formerly known as sundaram rural and consumption fund,119595.0,102142.0,high_confidence_candidate,,
consumption opportunities fund,120575.0,120576.0,high_confidence_candidate,,
contra fund,,,ambiguous,"[119323, 120759, 119769, 119835]","[103040, 102414]"
contra fund â,154337.0,154338.0,high_confidence_candidate,,
corporate bond fund,,,ambiguous,"[119533, 118987, 120692, 118807, 118814, 119621, 119104, 133791, 135916, 141588, 144339, 144646, 146215, 148755, 149361]","[103178, 111972, 100789, 106129, 133782, 135914, 141593, 144345, 144644, 146207, 148757, 149351]"
corporate bond fund segregated portfolio 1,147389.0,147392.0,high_confidence_candidate,,
cpo i 36m august 2013,123537.0,123534.0,high_confidence_candidate,,
cpo i 36m october 2013,125037.0,125035.0,high_confidence_candidate,,
cpo i 36m september 2013,124350.0,124349.0,high_confidence_candidate,,
cpo ii 36m february 2014,127380.0,127382.0,high_confidence_candidate,,
cpo ii 36m january 2014,126440.0,126438.0,high_confidence_candidate,,
cpo ii 36m june 2014,130260.0,130263.0,high_confidence_candidate,,
cpo ii 36m may 2014,129814.0,129815.0,high_confidence_candidate,,
cpo iii 1100d october 2014,131514.0,131516.0,high_confidence_candidate,,
cpo iii 1173d january 2015,133633.0,133634.0,high_confidence_candidate,,
cpo iii 1207d december 2014,133253.0,133255.0,high_confidence_candidate,,
cpof 5 yrs sr 8,139096.0,139097.0,high_confidence_candidate,,
cpse bond plus sdl sep 2026 50:50 index fund,149474.0,149472.0,high_confidence_candidate,,
credit risk debt fund,,,rejected,,
credit risk fund,,,ambiguous,"[119082, 120711, 119741, 118780, 119798, 120764, 130314, 134387, 140603]","[101837, 102505, 117981, 130309, 134383, 140609]"
credit risk fund segregated 06032020,148242.0,148237.0,high_confidence_candidate,,
credit risk fund segregated 07072020,148430.0,148425.0,high_confidence_candidate,,
credit risk fund segregated 13092019,147651.0,147650.0,high_confidence_candidate,,
credit risk fund segregated 17022020,148147.0,148146.0,high_confidence_candidate,,
credit risk fund segregated portfolio 1,,,ambiguous,"[147802, 148101]",[147798]
credit risk fund segregated portfolio 2,,,rejected,,
crisil ibx 10:90 gilt + sdl index dec 2029 index fund,154370.0,154363.0,high_confidence_candidate,,
crisil ibx 10:90 gilt plus sdl index dec 2029 fund,153389.0,153391.0,high_confidence_candidate,,
crisil ibx 50:50 gilt plus sdl apr 2028 index fund,150702.0,150703.0,high_confidence_candidate,,
crisil ibx 50:50 gilt plus sdl april 2033 index fund,151329.0,151327.0,high_confidence_candidate,,
