normalized_underlying_name,direct_scheme_code,regular_scheme_code,mapping_status,direct_scheme_codes,regular_scheme_codes
fmp 1115d january 2015 1,133460.0,133464.0,high_confidence_candidate,,
fmp 1115d march 2015 1,134381.0,134376.0,high_confidence_candidate,,
fmp 1115d september 2018 1,,,rejected,,
fmp 1116d july 2014 1,130838.0,130845.0,high_confidence_candidate,,
fmp 1118d march 2019 1,,,rejected,,
fmp 1119d june 2018 1,,,rejected,,
fmp 1120d march 2016 1,139139.0,139138.0,high_confidence_candidate,,
fmp 1120d march 2019 1,,,rejected,,
fmp 1122d august 2018 1,,,rejected,,
fmp 1122d july 2018 1,,,rejected,,
fmp 1123d july 2014 1,130800.0,130797.0,high_confidence_candidate,,
fmp 1124d june 2018 1,,,rejected,,
fmp 1125d september 2014 1,131521.0,131518.0,high_confidence_candidate,,
fmp 1126d july 2015 1,135097.0,135099.0,high_confidence_candidate,,
fmp 1126d march 2019 1,,,rejected,,
fmp 1127d june 2016 1,139458.0,139461.0,high_confidence_candidate,,
fmp 1127d march 2014 1,128802.0,128806.0,high_confidence_candidate,,
fmp 1127d march 2019 1,,,rejected,,
fmp 1127d may 2015 1,134756.0,134760.0,high_confidence_candidate,,
fmp 1127d may 2016 1,139385.0,139384.0,high_confidence_candidate,,
fmp 1128d june 2016 1,139497.0,139501.0,high_confidence_candidate,,
fmp 1128d march 2015 1,134289.0,134294.0,high_confidence_candidate,,
fmp 1128d september 2014 1,131427.0,131433.0,high_confidence_candidate,,
fmp 1132d february 2016 1,136441.0,136442.0,high_confidence_candidate,,
fmp 1133d february 2019 1,,,rejected,,
fmp 1133d july 2018 1,,,rejected,,
fmp 1134d july 2015 1,135007.0,135004.0,high_confidence_candidate,,
fmp 1134d may 2018 1,,,rejected,,
fmp 1134d september 2014 1,131280.0,131283.0,high_confidence_candidate,,
fmp 1135d march 2015 1,134198.0,134203.0,high_confidence_candidate,,
fmp 1136d june 2017 1,141495.0,141492.0,high_confidence_candidate,,
fmp 1140d march 2016 1,139086.0,139089.0,high_confidence_candidate,,
fmp 1141d august 2018 1,,,rejected,,
fmp 1141d july 2015 1,135138.0,135139.0,high_confidence_candidate,,
fmp 1143d july 2013 1,123203.0,123202.0,high_confidence_candidate,,
fmp 1143d march 2018 1,,,rejected,,
fmp 1145d march 2018 1,,,rejected,,
fmp 1146d april 2018 1,,,rejected,,
fmp 1146d february 2019 1,,,rejected,,
fmp 1147d march 2018 1,,,rejected,,
fmp 1148d february 2016 1,136254.0,136251.0,high_confidence_candidate,,
fmp 1148d february 2016 2,136387.0,136384.0,high_confidence_candidate,,
fmp 1150d february 2017 1,140701.0,140704.0,high_confidence_candidate,,
fmp 1150d march 2018 1,,,rejected,,
fmp 1153d april 2016 1,139312.0,139316.0,high_confidence_candidate,,
fmp 1154d february 2019 1,,,rejected,,
fmp 1155d february 2016 1,136162.0,136160.0,high_confidence_candidate,,
fmp 1155d february 2017 1,140717.0,140715.0,high_confidence_candidate,,
fmp 1157d february 2015 1,133906.0,133900.0,high_confidence_candidate,,
fmp 1158d february 2018 1,,,rejected,,
fmp 1158d july 2022,,,rejected,,
fmp 1161d february 2016 1,136292.0,136291.0,high_confidence_candidate,,
fmp 1161d july 2016 1,139608.0,139609.0,high_confidence_candidate,,
fmp 1162d march 2022,,,rejected,,
fmp 1165d april 2017 1,141229.0,141232.0,high_confidence_candidate,,
fmp 1166d may 2017 1,141381.0,141384.0,high_confidence_candidate,,
fmp 1167d january 2016 1,136120.0,136115.0,high_confidence_candidate,,
fmp 1168d february 2016 1,136174.0,136179.0,high_confidence_candidate,,
fmp 1168d january 2019 1,,,rejected,,
fmp 1169d february 2017 1 series 37,140585.0,140588.0,high_confidence_candidate,,
fmp 1170d february 2017 1,140694.0,140695.0,high_confidence_candidate,,
fmp 1172d april 2017 1,141219.0,141222.0,high_confidence_candidate,,
fmp 1175d january 2014 1,126770.0,126766.0,high_confidence_candidate,,
fmp 1175d january 2019 1,,,rejected,,
fmp 1176d january 2016 1,136077.0,136080.0,high_confidence_candidate,,
fmp 1177d march 2018 1,,,rejected,,
fmp 1178d february 2017 1,140666.0,140669.0,high_confidence_candidate,,
fmp 1181d april 2018 1,,,rejected,,
fmp 1182d january 2019 1,,,rejected,,
fmp 1183d april 2018 1,,,rejected,,
fmp 1183d january 2016 1,136023.0,136026.0,high_confidence_candidate,,
fmp 1184d january 2015 1,133599.0,133601.0,high_confidence_candidate,,
fmp 1188d march 2017 1,141132.0,141130.0,high_confidence_candidate,,
fmp 1190d january 2019 1,,,rejected,,
fmp 1190d march 2016 1,139176.0,139171.0,high_confidence_candidate,,
fmp 1196d december 2018 1,,,rejected,,
fmp 1198d february 2013 1,120992.0,120993.0,high_confidence_candidate,,
fmp 1199d january 2017 1,140552.0,140550.0,high_confidence_candidate,,
fmp 1203d december 2018 1,,,rejected,,
fmp 1204d december,,,rejected,,
fmp 1208d march 2018 1,,,rejected,,
fmp 1211d december 2018 1,,,rejected,,
fmp 1213d march 2017 1,140962.0,140958.0,high_confidence_candidate,,
fmp 1218 december 2016 1,140476.0,140481.0,high_confidence_candidate,,
fmp 1218d december 2018 1,,,rejected,,
fmp 1224d december 2018 1,,,rejected,,
fmp 1232d november 2018 1,,,rejected,,
fmp 1246d november 2018 1,,,rejected,,
fmp 1260d october 2018 1,,,rejected,,
fmp 1261d october 2018 1,,,rejected,,
fmp 1265d october 2018 1,,,rejected,,
fmp 1269d march 2023,,,rejected,,
fmp 1274d october 2018 1,,,rejected,,
fmp 1280d october 2018 1,,,rejected,,
fmp 1302d september 2016 1,139997.0,139999.0,high_confidence_candidate,,
fmp 1306d september 2016 1,139946.0,139949.0,high_confidence_candidate,,
fmp 1309d september 2016 1,139952.0,139956.0,high_confidence_candidate,,
fmp 1344d october 2018 1,,,rejected,,
fmp 1359d september,,,rejected,,
fmp 1372d september 2018 1,,,rejected,,
fmp 1381d september 2018 1,,,rejected,,
fmp 1406d august 2022,,,rejected,,
fmp 1430d july 2017 1,141735.0,141734.0,high_confidence_candidate,,
fmp 1434d may 2018 1,,,rejected,,
fmp 1487d august 2018 1,,,rejected,,
fmp 1846d august 2013 1,,,rejected,,
fmp 1861d march 2022,,,rejected,,
fmp 1875d august 2013 1,123732.0,123733.0,high_confidence_candidate,,
fmp 1876d march 2022,,,rejected,,
fmp 1919d january 2013 1,,,rejected,,
fmp 2638d february 2023,,,rejected,,
fmp 3360d march 2014 1,,,rejected,,
fmp 366d april 2013 1,122172.0,122169.0,high_confidence_candidate,,
fmp 366d april 2013 2,122197.0,122193.0,high_confidence_candidate,,
fmp 366d march 2014 1,128707.0,128713.0,high_confidence_candidate,,
fmp 366d march 2014 2,128915.0,128914.0,high_confidence_candidate,,
fmp 366d may 2013 1,122473.0,122471.0,high_confidence_candidate,,
fmp 366d may 2013 2,122480.0,122484.0,high_confidence_candidate,,
fmp 366d may 2014 1,,,rejected,,
fmp 366d may 2014 2,129993.0,129996.0,high_confidence_candidate,,
fmp 367d april 2014 1,129450.0,129449.0,high_confidence_candidate,,
fmp 367d may 2014 1,129586.0,129582.0,high_confidence_candidate,,
fmp 367d may 2014 2,129784.0,129780.0,high_confidence_candidate,,
fmp 369d april 2014 1,129100.0,129097.0,high_confidence_candidate,,
fmp 369d april 2014 2,129325.0,129329.0,high_confidence_candidate,,
fmp 369d december 2013 1,125989.0,125993.0,high_confidence_candidate,,
fmp 369d february 2014 1,127202.0,127207.0,high_confidence_candidate,,
fmp 369d february 2014 2,127550.0,127554.0,high_confidence_candidate,,
fmp 369d january 2014 1,126504.0,126508.0,high_confidence_candidate,,
fmp 369d june 2013 1,122823.0,122820.0,high_confidence_candidate,,
fmp 369d march 2014 1,128240.0,128237.0,high_confidence_candidate,,
fmp 369d march 2014 2,128607.0,128611.0,high_confidence_candidate,,
fmp 369d march 2014 3,128794.0,128798.0,high_confidence_candidate,,
fmp 370d april 2013 1,122179.0,122183.0,high_confidence_candidate,,
fmp 370d april 2013 2,122189.0,122185.0,high_confidence_candidate,,
fmp 370d april 2014 1,129085.0,129089.0,high_confidence_candidate,,
fmp 370d april 2014 2,129336.0,129333.0,high_confidence_candidate,,
fmp 370d april 2014 3,129345.0,129349.0,high_confidence_candidate,,
fmp 370d april 2014 4,129455.0,129461.0,high_confidence_candidate,,
fmp 370d august 2013 1,123345.0,123349.0,high_confidence_candidate,,
fmp 370d august 2013 2,123528.0,123530.0,high_confidence_candidate,,
fmp 370d august 2013 3,123617.0,123619.0,high_confidence_candidate,,
fmp 370d august 2013 4,123961.0,123959.0,high_confidence_candidate,,
fmp 370d february 2014 1,127365.0,127369.0,high_confidence_candidate,,
fmp 370d january 2014 1,126706.0,126709.0,high_confidence_candidate,,
fmp 370d july 2013 1,122876.0,122869.0,high_confidence_candidate,,
fmp 370d july 2013 2,122928.0,122926.0,high_confidence_candidate,,
fmp 370d july 2013 3,123174.0,123171.0,high_confidence_candidate,,
fmp 370d june 2014 1,130169.0,130173.0,high_confidence_candidate,,
fmp 370d june 2014 2,130339.0,130343.0,high_confidence_candidate,,
fmp 370d march 2014 1,127924.0,127928.0,high_confidence_candidate,,
fmp 370d may 2013 1,122468.0,122463.0,high_confidence_candidate,,
fmp 370d may 2014 1,129625.0,129630.0,high_confidence_candidate,,
fmp 370d may 2014 2,129899.0,129903.0,high_confidence_candidate,,
fmp 370d november 2013 1,125546.0,125549.0,high_confidence_candidate,,
fmp 370d october 2013 1,124774.0,124770.0,high_confidence_candidate,,
fmp 370d october 2013 2,124878.0,124884.0,high_confidence_candidate,,
fmp 370d october 2013 3,125029.0,125033.0,high_confidence_candidate,,
fmp 370d october 2013 4,125148.0,125146.0,high_confidence_candidate,,
fmp 370d october 2013 5,125233.0,125231.0,high_confidence_candidate,,
fmp 370d september 2013 1,124162.0,124158.0,high_confidence_candidate,,
fmp 370d september 2013 2,124343.0,124347.0,high_confidence_candidate,,
fmp 370d september 2013 3,124504.0,124505.0,high_confidence_candidate,,
fmp 370d september 2013 4,124515.0,124517.0,high_confidence_candidate,,
fmp 370d september 2013 5,124712.0,124716.0,high_confidence_candidate,,
fmp 371d august 2013 1,123395.0,123393.0,high_confidence_candidate,,
fmp 371d december 2013 1,125705.0,125709.0,high_confidence_candidate,,
fmp 371d december 2013 2,125876.0,125869.0,high_confidence_candidate,,
fmp 371d february 2013 1,121112.0,121116.0,high_confidence_candidate,,
fmp 371d february 2014 1,127375.0,127371.0,high_confidence_candidate,,
fmp 371d february 2014 2,127756.0,127758.0,high_confidence_candidate,,
fmp 371d january 2014 1,126400.0,126405.0,high_confidence_candidate,,
fmp 371d january 2014 2,126879.0,126883.0,high_confidence_candidate,,
fmp 371d july 2013 1,122989.0,122983.0,high_confidence_candidate,,
fmp 371d june 2014 1,130151.0,130156.0,high_confidence_candidate,,
fmp 371d june 2014 2,130218.0,130211.0,high_confidence_candidate,,
fmp 371d june 2014 3,130431.0,130436.0,high_confidence_candidate,,
fmp 371d may 2014 1,129910.0,129911.0,high_confidence_candidate,,
fmp 371d november 2013 1,125323.0,125327.0,high_confidence_candidate,,
fmp 371d november 2013 2,125360.0,125365.0,high_confidence_candidate,,
fmp 371d september 2013 1,124553.0,124552.0,high_confidence_candidate,,
fmp 372d december 2013 1,126149.0,126153.0,high_confidence_candidate,,
fmp 372d december 2013 2,126241.0,126245.0,high_confidence_candidate,,
fmp 372d february 2013 1,121120.0,121118.0,high_confidence_candidate,,
fmp 372d february 2014 1,127020.0,127026.0,high_confidence_candidate,,
fmp 372d january 2013 2,,,rejected,,
fmp 372d january 2013 3,,,rejected,,
fmp 372d january 2014 1,126606.0,126602.0,high_confidence_candidate,,
fmp 372d may 2013 1,122635.0,122631.0,high_confidence_candidate,,
fmp 372d october 2013 1,124968.0,124966.0,high_confidence_candidate,,
fmp 377d march 2014 1,128929.0,128922.0,high_confidence_candidate,,
fmp 378d march 2014 1,128779.0,128781.0,high_confidence_candidate,,
fmp 384d march 2013 1,121576.0,121572.0,high_confidence_candidate,,
fmp 384d march 2014 1,128791.0,128788.0,high_confidence_candidate,,
fmp 390d march 2014 1,128600.0,128604.0,high_confidence_candidate,,
fmp 398d march 2013 1,121562.0,121556.0,high_confidence_candidate,,
fmp 400d march 2013 1,121568.0,121564.0,high_confidence_candidate,,
fmp 400d march 2014 1,128271.0,128275.0,high_confidence_candidate,,
fmp 403d march 2013 1,122005.0,122004.0,high_confidence_candidate,,
fmp 405d april 2013 1,122334.0,122332.0,high_confidence_candidate,,
fmp 42 scheme g,,,rejected,,
fmp 434d february 2014 1,127765.0,127767.0,high_confidence_candidate,,
fmp 435d march 2014 1,127935.0,127931.0,high_confidence_candidate,,
fmp 441d february 2014 1,127434.0,127438.0,high_confidence_candidate,,
fmp 447d february 2014 1,127221.0,127225.0,high_confidence_candidate,,
fmp 453d february 2014 1,127012.0,127009.0,high_confidence_candidate,,
fmp 462d january 2013 1,,,rejected,,
fmp 472d january 2014 1,126775.0,126779.0,high_confidence_candidate,,
fmp 478d january 2014 1,126623.0,126626.0,high_confidence_candidate,,
fmp 491d january 2014 1,126487.0,126491.0,high_confidence_candidate,,
fmp 504d december 2013 1,126141.0,126145.0,high_confidence_candidate,,
fmp 531d december 2013 1,125986.0,125982.0,high_confidence_candidate,,
fmp 538d november 2013 1,125537.0,125541.0,high_confidence_candidate,,
fmp 540d december 2013 1,125743.0,125741.0,high_confidence_candidate,,
fmp 554d november 2013 1,125336.0,125332.0,high_confidence_candidate,,
fmp 572d october 2013 1,124988.0,124985.0,high_confidence_candidate,,
fmp 730d april 2014 1,129476.0,129479.0,high_confidence_candidate,,
fmp 737d october 2013 1,125004.0,125002.0,high_confidence_candidate,,
fmp 742d september 2013 1,124540.0,124545.0,high_confidence_candidate,,
fmp 747d june 2014 1,130163.0,130168.0,high_confidence_candidate,,
fmp 750d june 2014 1,130425.0,130427.0,high_confidence_candidate,,
fmp 793d february 2014 1,127557.0,127560.0,high_confidence_candidate,,
fmp 840d january 2014 1,126989.0,126991.0,high_confidence_candidate,,
fmp 90d august 2013 1,123745.0,123747.0,high_confidence_candidate,,
fmp 90d january 2014 1,126886.0,126888.0,high_confidence_candidate,,
fmp 90d september 2013 1,124360.0,124357.0,high_confidence_candidate,,
fmp 91d august 2018 1,,,rejected,,
fmp 91d february 2015 1,133951.0,133952.0,high_confidence_candidate,,
fmp 923d november 2013 1,125454.0,125459.0,high_confidence_candidate,,
fmp 92d february 2018 1,142627.0,142630.0,high_confidence_candidate,,
fmp 92d march 2016 1,136480.0,136479.0,high_confidence_candidate,,
fmp 92d march 2018 1,142862.0,142863.0,high_confidence_candidate,,
fmp 97d may 2018 1,143581.0,143584.0,high_confidence_candidate,,
fmp series 100,,,rejected,,
fmp series 101,,,rejected,,
fmp series 102,,,rejected,,
fmp series 103,,,rejected,,
fmp series 104,,,rejected,,
fmp series 105,,,rejected,,
fmp series 106,,,rejected,,
fmp series 107,,,rejected,,
fmp series 108,,,rejected,,
fmp series 109,,,rejected,,
fmp series 110,,,rejected,,
fmp series 111,,,rejected,,
fmp series 112,,,rejected,,
fmp series 113 1094 days,,,rejected,,
fmp series 114 370 days,,,rejected,,
fmp series 115 370 days,,,rejected,,
fmp series 116 370 days,,,rejected,,
fmp series 117 370 days,,,rejected,,
fmp series 118 370 days,,,rejected,,
fmp series 119 370 days,,,rejected,,
fmp series 120 180 days,,,rejected,,
fmp series 122 370 days,,,rejected,,
fmp series 124 370 days,,,rejected,,
fmp series 127 730 days,,,rejected,,
fmp series 128 371 days,,,rejected,,
fmp series 129 12m maturity date 29 dec 2016,125648.0,125645.0,high_confidence_candidate,,
fmp series 129 371 days,,,rejected,,
fmp series 131 1061 days,,,rejected,,
fmp series 132 546 days,,,rejected,,
fmp series 133 524 days,,,rejected,,
fmp series 135 455 days,,,rejected,,
fmp series 136 376 days,,,rejected,,
fmp series 137 371 days,,,rejected,,
fmp series 138 370 days,,,rejected,,
fmp series 139 371 days,,,rejected,,
fmp series 140 1095 days,,,rejected,,
fmp series 141 454 days,,,rejected,,
fmp series 142 420 days,,,rejected,,
fmp series 143 370 days,,,rejected,,
fmp series 144 371 days,,,rejected,,
fmp series 145 390 days,,,rejected,,
fmp series 146 388 days,,,rejected,,
fmp series 147 384 days,,,rejected,,
fmp series 148 388 days,,,rejected,,
fmp series 149 386 days,,,rejected,,
fmp series 150 1109 days,,,rejected,,
fmp series 151 388 days,,,rejected,,
fmp series 152 368 days,,,rejected,,
fmp series 153 790 days,,,rejected,,
fmp series 154 390 days,,,rejected,,
fmp series 155 370 days,,,rejected,,
fmp series 156 370 days,,,rejected,,
fmp series 157 370 days,,,rejected,,
fmp series 158 370 days,,,rejected,,
fmp series 159 370 days,,,rejected,,
fmp series 160 1039 days,,,rejected,,
fmp series 161 370 days,,,rejected,,
fmp series 162 370 days,,,rejected,,
fmp series 163 1100 days,,,rejected,,
fmp series 171 1099 days,,,rejected,,
fmp series 172,134176.0,134177.0,high_confidence_candidate,,
fmp series 175 1100 days,134841.0,134838.0,high_confidence_candidate,,
fmp series 176,135048.0,135047.0,high_confidence_candidate,,
fmp series 178,135237.0,135239.0,high_confidence_candidate,,
fmp series 179,135375.0,135372.0,high_confidence_candidate,,
fmp series 180 1099 days,135485.0,135488.0,high_confidence_candidate,,
fmp series 181,135609.0,135610.0,high_confidence_candidate,,
fmp series 182,135757.0,135755.0,high_confidence_candidate,,
fmp series 183,135909.0,135906.0,high_confidence_candidate,,
fmp series 185,136083.0,136084.0,high_confidence_candidate,,
fmp series 186,136135.0,136134.0,high_confidence_candidate,,
fmp series 187,136271.0,136273.0,high_confidence_candidate,,
fmp series 189,136307.0,136308.0,high_confidence_candidate,,
fmp series 190,136362.0,136363.0,high_confidence_candidate,,
fmp series 191,139078.0,139080.0,high_confidence_candidate,,
fmp series 192,139083.0,139084.0,high_confidence_candidate,,
fmp series 192 36m,135967.0,135970.0,high_confidence_candidate,,
fmp series 193,139271.0,139269.0,high_confidence_candidate,,
fmp series 194,139332.0,139333.0,high_confidence_candidate,,
fmp series 195 36m,136264.0,136262.0,high_confidence_candidate,,
fmp series 196,139578.0,139580.0,high_confidence_candidate,,
fmp series 196 37m,139511.0,139512.0,high_confidence_candidate,,
fmp series 199,140632.0,140634.0,high_confidence_candidate,,
fmp series 200,140912.0,140910.0,high_confidence_candidate,,
fmp series 202,141047.0,141049.0,high_confidence_candidate,,
fmp series 203,141283.0,141284.0,high_confidence_candidate,,
fmp series 204,141367.0,141366.0,high_confidence_candidate,,
fmp series 204 37m,140833.0,140831.0,high_confidence_candidate,,
fmp series 205 37m,141021.0,141018.0,high_confidence_candidate,,
fmp series 209 37m,141104.0,141101.0,high_confidence_candidate,,
fmp series 210,141837.0,141838.0,high_confidence_candidate,,
fmp series 210 36m,141215.0,141214.0,high_confidence_candidate,,
fmp series 211,141885.0,141883.0,high_confidence_candidate,,
fmp series 211 38m,141317.0,141318.0,high_confidence_candidate,,
fmp series 212,141937.0,141935.0,high_confidence_candidate,,
fmp series 213,142078.0,142075.0,high_confidence_candidate,,
fmp series 214,,,rejected,,
fmp series 215,,,rejected,,
fmp series 216,142404.0,142406.0,high_confidence_candidate,,
fmp series 217,142530.0,142529.0,high_confidence_candidate,,
fmp series 217 40m,142164.0,142167.0,high_confidence_candidate,,
fmp series 218,142649.0,142651.0,high_confidence_candidate,,
fmp series 218 40m,142254.0,142252.0,high_confidence_candidate,,
fmp series 219 40m,142309.0,142306.0,high_confidence_candidate,,
fmp series 220,142857.0,142858.0,high_confidence_candidate,,
fmp series 220 40m,142475.0,142471.0,high_confidence_candidate,,
fmp series 221,143024.0,143023.0,high_confidence_candidate,,
fmp series 221 40m,142504.0,142501.0,high_confidence_candidate,,
fmp series 222 3m,142595.0,142597.0,high_confidence_candidate,,
fmp series 223,143029.0,143031.0,high_confidence_candidate,,
fmp series 223 39m,142788.0,142783.0,high_confidence_candidate,,
fmp series 224,143061.0,143059.0,high_confidence_candidate,,
fmp series 224 39m,142837.0,142834.0,high_confidence_candidate,,
fmp series 225,143183.0,143181.0,high_confidence_candidate,,
fmp series 226,143343.0,143342.0,high_confidence_candidate,,
fmp series 226 39m,142939.0,142938.0,high_confidence_candidate,,
fmp series 227,143479.0,143477.0,high_confidence_candidate,,
fmp series 227 39m,143037.0,143036.0,high_confidence_candidate,,
fmp series 228,143623.0,143622.0,high_confidence_candidate,,
fmp series 228 3m,143296.0,143294.0,high_confidence_candidate,,
fmp series 229,143625.0,143627.0,high_confidence_candidate,,
fmp series 230,143848.0,143850.0,high_confidence_candidate,,
fmp series 230 9m,143406.0,143409.0,high_confidence_candidate,,
fmp series 231 3m,143591.0,143586.0,high_confidence_candidate,,
fmp series 232,143994.0,143993.0,high_confidence_candidate,,
fmp series 232 36m mat date 14 jun 2021,143696.0,143700.0,high_confidence_candidate,,
fmp series 233,144063.0,144061.0,high_confidence_candidate,,
fmp series 233 36m,143854.0,143851.0,high_confidence_candidate,,
fmp series 234,144279.0,144281.0,high_confidence_candidate,,
fmp series 235,144283.0,144284.0,high_confidence_candidate,,
fmp series 235 36m,143940.0,143943.0,high_confidence_candidate,,
fmp series 236 36m,144119.0,144124.0,high_confidence_candidate,,
fmp series 237,144459.0,144460.0,high_confidence_candidate,,
fmp series 237 36m,144215.0,144220.0,high_confidence_candidate,,
fmp series 238 36m,144243.0,144241.0,high_confidence_candidate,,
fmp series 239,144589.0,144588.0,high_confidence_candidate,,
fmp series 239 36m,144299.0,144295.0,high_confidence_candidate,,
fmp series 240,144614.0,144615.0,high_confidence_candidate,,
fmp series 241 36m,144520.0,144516.0,high_confidence_candidate,,
fmp series 242,144671.0,144669.0,high_confidence_candidate,,
fmp series 242 3m,144584.0,144581.0,high_confidence_candidate,,
fmp series 243,144850.0,144848.0,high_confidence_candidate,,
fmp series 243 36m,144633.0,144628.0,high_confidence_candidate,,
fmp series 244 36m,144823.0,144820.0,high_confidence_candidate,,
fmp series 245,145006.0,145004.0,high_confidence_candidate,,
fmp series 246,145086.0,145084.0,high_confidence_candidate,,
fmp series 247,145187.0,145188.0,high_confidence_candidate,,
fmp series 248,145240.0,145242.0,high_confidence_candidate,,
fmp series 250,145381.0,145379.0,high_confidence_candidate,,
fmp series 250 39m,146462.0,146459.0,high_confidence_candidate,,
fmp series 251 38m,146741.0,146744.0,high_confidence_candidate,,
fmp series 252 1261 days,,,rejected,,
fmp series 253 1260 days,145716.0,145713.0,high_confidence_candidate,,
fmp series 254,145783.0,145786.0,high_confidence_candidate,,
fmp series 255 n,,,rejected,,
fmp series 256,145961.0,145959.0,high_confidence_candidate,,
fmp series 257,146045.0,146048.0,high_confidence_candidate,,
fmp series 259,146284.0,146283.0,high_confidence_candidate,,
fmp series 261,146327.0,146326.0,high_confidence_candidate,,
fmp series 263 1203 days,146605.0,146607.0,high_confidence_candidate,,
fmp series 264 60m 17d,149190.0,149188.0,high_confidence_candidate,,
fmp series 265,146834.0,146833.0,high_confidence_candidate,,
fmp series 267,147021.0,147022.0,high_confidence_candidate,,
fmp series 267 1172 days,150842.0,150843.0,high_confidence_candidate,,
fmp series 268 1281 days,150885.0,150884.0,high_confidence_candidate,,
fmp series 269 160 days,151243.0,151242.0,high_confidence_candidate,,
fmp series 270 1172 days,151449.0,151447.0,high_confidence_candidate,,
fmp series 292,149139.0,149136.0,high_confidence_candidate,,
fmp series 294 105 days,150320.0,150318.0,high_confidence_candidate,,
fmp series 296,150601.0,150600.0,high_confidence_candidate,,
fmp series 297,150783.0,150782.0,high_confidence_candidate,,
fmp series 299,150947.0,150944.0,high_confidence_candidate,,
fmp series 300,151174.0,151172.0,high_confidence_candidate,,
fmp series 302,151247.0,151244.0,high_confidence_candidate,,
fmp series 303,151266.0,151264.0,high_confidence_candidate,,
fmp series 304,151286.0,151285.0,high_confidence_candidate,,
fmp series 305,151316.0,151315.0,high_confidence_candidate,,
fmp series 306,151360.0,151359.0,high_confidence_candidate,,
fmp series 307,151510.0,151507.0,high_confidence_candidate,,
fmp series 308,151681.0,151679.0,high_confidence_candidate,,
fmp series 309,151677.0,151675.0,high_confidence_candidate,,
fmp series 310,151686.0,151683.0,high_confidence_candidate,,
fmp series 311,151743.0,151741.0,high_confidence_candidate,,
fmp series 323,152175.0,152173.0,high_confidence_candidate,,
fmp series 324,152224.0,152221.0,high_confidence_candidate,,
fmp series 325,152249.0,152246.0,high_confidence_candidate,,
fmp series 326,152279.0,152271.0,high_confidence_candidate,,
fmp series 327,152342.0,152343.0,high_confidence_candidate,,
fmp series 42 scheme b,,,rejected,,
fmp series 42 scheme c,,,rejected,,
fmp series 42 scheme d,,,rejected,,
fmp series 42 scheme f,,,rejected,,
fmp series 42 scheme h,,,rejected,,
fmp series 42 scheme i,,,rejected,,
fmp series 43 scheme a,,,rejected,,
fmp series 43 scheme b,,,rejected,,
fmp series 43 scheme c,,,rejected,,
fmp series 43 scheme d,,,rejected,,
fmp series 44 scheme a,,,rejected,,
fmp series 44 scheme b,,,rejected,,
fmp series 44 scheme d,,,rejected,,
fmp series 45 scheme a,,,rejected,,
fmp series 45 scheme c,,,rejected,,
fmp series 45 scheme d,,,rejected,,
fmp series 45 scheme e,,,rejected,,
fmp series 46 scheme a,,,rejected,,
fmp series 46 scheme b,,,rejected,,
fmp series 46 scheme c,,,rejected,,
fmp series 46 scheme d,,,rejected,,
fmp series 46 scheme e,,,rejected,,
fmp series 46 scheme h,,,rejected,,
fmp series 46 scheme i,,,rejected,,
fmp series 46 scheme k,,,rejected,,
fmp series 46 scheme l,,,rejected,,
fmp series 46 scheme m,,,rejected,,
fmp series 46 scheme n,,,rejected,,
fmp series 46 scheme o,,,rejected,,
fmp series 46 scheme p,,,rejected,,
fmp series 46 scheme q,,,rejected,,
fmp series 46 scheme r,,,rejected,,
fmp series 46 scheme s,,,rejected,,
fmp series 46 scheme t,,,rejected,,
fmp series 47 scheme f,,,rejected,,
fmp series 47 scheme h,,,rejected,,
fmp series 47 scheme i,,,rejected,,
fmp series 47 scheme j,,,rejected,,
fmp series 47 scheme m,,,rejected,,
fmp series 47 scheme n,,,rejected,,
fmp series 94,,,rejected,,
fmp series 95,,,rejected,,
fmp series 96,,,rejected,,
fmp series 97,,,rejected,,
fmp series 99,,,rejected,,
fmp yearly series apr 2013,,,rejected,,
fmp yearly series feb 2013,,,rejected,,
fmp yearly series mar 2013,,,rejected,,
fmp yearly series march 2014,,,rejected,,
focused equity fund,,,ambiguous,"[120722, 133529]",[133527]
focused equity fund b,134334.0,134336.0,high_confidence_candidate,,
focused equity fund series 1,126639.0,126638.0,high_confidence_candidate,,
focused equity fund series 2,127919.0,127921.0,high_confidence_candidate,,
focused equity fund series 3,131526.0,131527.0,high_confidence_candidate,,
focused equity fund series 4,133105.0,133102.0,high_confidence_candidate,,
focused equity fund series 5,133897.0,133896.0,high_confidence_candidate,,
focused equity fund series 6,135351.0,135349.0,high_confidence_candidate,,
focused fund,,,ambiguous,"[119564, 120468, 118421, 119096, 118950, 118692, 119727, 122389, 147206, 147473, 147757, 149091, 152010]","[117560, 108592, 112901, 102756, 122387, 147203, 147760, 149090, 152009]"
focused fund formerly known as principal focused multicap fund,,,rejected,,
focused large cap fund,,,rejected,,
focussed equity fund series 1 2195 days,131019.0,131018.0,high_confidence_candidate,,
focussed equity fund series ii 1102 days,,,rejected,,
focussed equity fund series iv 1104 days,141827.0,141825.0,high_confidence_candidate,,
focussed equity fund series v 1102 days,141987.0,141990.0,high_confidence_candidate,,
focussed equity fund series vi 1150 days,142284.0,142285.0,high_confidence_candidate,,
ftif series xiii iv 546 days,,,rejected,,
ftif series xiv i 366 days,,,rejected,,
ftif series xiv ii 366 days,,,rejected,,
ftif series xiv iii 407 days,,,rejected,,
ftif series xiv iv 408 days,,,rejected,,
