scheme_code,latest_name,name_prefix
117828,Religare Invesco Fixed Maturity Plan - Series XV - Plan E (367 days) - Growth Option,religare invesco fixed maturity plan - series xv - plan e (3
117844,Aditya Birla Sun Life Fixed Term Plan - Series FX (1093 days) - Dividend,aditya birla sun life fixed term plan - series fx (1093 days
117845,Aditya Birla Sun Life Fixed Term Plan - Series FX (1093 days) - Growth,aditya birla sun life fixed term plan - series fx (1093 days
117855,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan K Cumulative,icici prudential fixed maturity plan-series 64-3 year plan k
117856,ICICI Prudential Fixed Maturity Plan-Series 64-3 Year Plan K Dividend,icici prudential fixed maturity plan-series 64-3 year plan k
117878,Religare Invesco Fixed Maturity Plan - Series XV - Plan F (369 days) - Dividend Payout Option,religare invesco fixed maturity plan - series xv - plan f (3
117879,Religare Invesco Fixed Maturity Plan - Series XV - Plan F (369 days) - Growth Option,religare invesco fixed maturity plan - series xv - plan f (3
117902,ICICI Prudential Fixed Maturity Plan-Series 64-367 Days Plan L Dividend,icici prudential fixed maturity plan-series 64-367 days plan
117903,ICICI Prudential Fixed Maturity Plan-Series 64-367 Days Plan L Cumulative,icici prudential fixed maturity plan-series 64-367 days plan
117926,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 11- Growth,aditya birla sun life capital protection oriented fund - ser
117929,Aditya Birla Sun Life Fixed Term Plan - Series FZ (1093 days) - Growth,aditya birla sun life fixed term plan - series fz (1093 days
117930,Aditya Birla Sun Life Fixed Term Plan - Series FZ (1093 days) - Dividend,aditya birla sun life fixed term plan - series fz (1093 days
117971,ICICI Prudential Fixed Maturity Plan-Series 65-3 Year Plan A Cumulative,icici prudential fixed maturity plan-series 65-3 year plan a
117972,ICICI Prudential Fixed Maturity Plan-Series 65-3 Year Plan A Dividend,icici prudential fixed maturity plan-series 65-3 year plan a
117985,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 13 - Growth,aditya birla sun life capital protection oriented fund - ser
118003,ICICI Prudential Capital Protection Oriented Fund III - PLAN A - 36 Months - Cumulative,icici prudential capital protection oriented fund iii - plan
118004,ICICI Prudential Capital Protection Oriented Fund III - PLAN A - 36 Months - Dividend,icici prudential capital protection oriented fund iii - plan
118007,ICICI Prudential Capital Protection Oriented Fund III - PLAN B - 60 Months - Cumulative,icici prudential capital protection oriented fund iii - plan
118008,ICICI Prudential Capital Protection Oriented Fund III - PLAN B - 60 Months - Dividend,icici prudential capital protection oriented fund iii - plan
118009,ICICI Prudential Fixed Maturity Plan-Series 65-367 Days Plan B Cumulative,icici prudential fixed maturity plan-series 65-367 days plan
118010,ICICI Prudential Fixed Maturity Plan-Series 65-367 Days Plan B Dividend,icici prudential fixed maturity plan-series 65-367 days plan
118020,Sundaram Capital Protection Oriented Fund 3 Years (Series 9) - Dividend Payout Option,sundaram capital protection oriented fund 3 years (series 9)
118021,Sundaram Capital Protection Oriented Fund 3 Years (Series 9) - Growth Option,sundaram capital protection oriented fund 3 years (series 9)
118027,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 14 - Growth,aditya birla sun life capital protection oriented fund - ser
118032,Religare Invesco Fixed Maturity Plan - Series XVI - Plan C (367 days) - Dividend Payout Option,religare invesco fixed maturity plan - series xvi - plan c (
118033,Religare Invesco Fixed Maturity Plan - Series XVI - Plan C (367 days) - Growth Option,religare invesco fixed maturity plan - series xvi - plan c (
118037,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Quarterly Dividend Payout,icici prudential interval fund ii quarterly interval plan b
118186,ICICI Prudential Fixed Maturity Plan-Series 65-502 Days Plan C Cumulative,icici prudential fixed maturity plan-series 65-502 days plan
118187,ICICI Prudential Fixed Maturity Plan-Series 65-502 Days Plan C Dividend,icici prudential fixed maturity plan-series 65-502 days plan
118195,Religare Invesco Fixed Maturity Plan - Series XVI - Plan D (370 days) - Growth Option,religare invesco fixed maturity plan - series xvi - plan d (
118196,Religare Invesco Fixed Maturity Plan - Series XVI - Plan D (370 days) - Dividend Payout Option,religare invesco fixed maturity plan - series xvi - plan d (
118226,ICICI Prudential Capital Protection Oriented Fund III - PLAN C - 36 Months - Cumulative,icici prudential capital protection oriented fund iii - plan
118227,ICICI Prudential Capital Protection Oriented Fund III - PLAN C - 36 Months - Dividend,icici prudential capital protection oriented fund iii - plan
118236,ICICI Prudential Fixed Maturity Plan-Series 65-367 Days Plan H Dividend,icici prudential fixed maturity plan-series 65-367 days plan
118237,ICICI Prudential Fixed Maturity Plan-Series 65-367 Days Plan H Cumulative,icici prudential fixed maturity plan-series 65-367 days plan
118238,ICICI Prudential Fixed Maturity Plan-Series 65-488 Days Plan D Dividend,icici prudential fixed maturity plan-series 65-488 days plan
118239,ICICI Prudential Fixed Maturity Plan-Series 65-488 Days Plan D Cumulative,icici prudential fixed maturity plan-series 65-488 days plan
118242,Aditya Birla Sun Life Fixed Term Plan-Series GC (1217 days)-Dividend,aditya birla sun life fixed term plan-series gc (1217 days)-
118243,Aditya Birla Sun Life Fixed Term Plan-Series GC (1217 days)-Growth,aditya birla sun life fixed term plan-series gc (1217 days)-
118326,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,sundaram banking & psu fund (formerly known as sundaram bank
118387,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth,bandhan gilt fund with 10 year constant duration fund - dire
118388,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Quarterly IDCW,bandhan gilt fund with 10 year constant duration fund - dire
118389,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Weekly IDCW,bandhan gilt fund with 10 year constant duration fund - dire
118390,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Monthly IDCW,bandhan gilt fund with 10 year constant duration fund - dire
118499,Franklin India GOVERNMENT SECURITIES FUND TREASURY PLAN - Direct - Growth,franklin india government securities fund treasury plan - di
118500,Franklin India GOVERNMENT SECURITIES FUND TREASURY PLAN - Direct - Quarterly Dividend,franklin india government securities fund treasury plan - di
118501,Franklin India GOVERNMENT SECURITIES FUND - Composite Plan - Direct - Quarterly Dividend,franklin india government securities fund - composite plan -
118502,Franklin India GOVERNMENT SECURITIES FUND - Composite Plan - Direct - Growth,franklin india government securities fund - composite plan -
118520,Franklin India Life Stage Fund of Funds - 50's Plus Floating Rate Plan - Direct - IDCW,franklin india life stage fund of funds - 50's plus floating
118542,Franklin India Dynamic Asset Allocation Active Fund of funds - Direct - IDCW,franklin india dynamic asset allocation active fund of funds
118543,Franklin India Dynamic Asset Allocation Active Fund Of Funds - Direct - Growth,franklin india dynamic asset allocation active fund of funds
118550,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - IDCW,franklin u.s. opportunities equity active fund of funds - di
118551,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,franklin u.s. opportunities equity active fund of funds - di
118560,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,franklin india ultra short bond fund - super institutional p
118561,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW,franklin india ultra short bond fund super institutional pla
118562,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW,franklin india ultra short bond fund super institutional pla
118566,Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW,franklin india short term income plan -  retail plan - direc
118567,Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW,franklin india short term income plan -  retail plan - direc
118568,Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW,franklin india short term income plan -  retail plan - direc
118575,Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly - IDCW,franklin india conservative hybrid fund - plan a - direct -
118576,Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly - IDCW,franklin india conservative hybrid fund - plan a - direct -
118578,Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW,franklin india liquid fund - super institutional plan - dire
118579,Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW,franklin india liquid fund - super institutional plan - dire
118583,Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth,nippon india quarterly interval fund - series iii - direct p
118584,NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - Direct Plan - IDCW Option,nippon india quarterly interval fund - series iii - direct p
118588,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option,nippon india banking & financial services fund - direct plan
118589,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,nippon india banking & financial services fund - direct plan
118594,NIPPON INDIA MONTHLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option,nippon india monthly interval fund - series ii - direct plan
118595,Nippon India Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth,nippon india monthly interval fund - series ii - direct plan
118596,NIPPON INDIA MONTHLY INTERVAL FUND - SERIES I - Direct Plan - IDCW Option,nippon india monthly interval fund - series i - direct plan
118598,Nippon India Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth,nippon india monthly interval fund - series i - direct plan
118621,NIPPON INDIA INTERVAL FUND - QUARTERLY PLAN - SERIES I - Direct Plan - IDCW Option,nippon india interval fund - quarterly plan - series i - dir
118623,Nippon India Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth,nippon india interval fund - quarterly plan - series i - dir
118641,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Bonus Option,reliance focused large cap fund - direct plan growth plan -
118643,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Growth Option,reliance focused large cap fund - direct plan growth plan -
118665,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,nippon india growth mid cap fund - direct plan growth plan -
118668,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option,nippon india growth mid cap fund - direct plan growth plan -
118675,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,nippon india vision large & mid cap fund - direct plan growt
118678,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option,nippon india vision large & mid cap fund - direct plan growt
118689,NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - Direct Plan - IDCW Option,nippon india quarterly interval fund - series ii - direct pl
118691,Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth,nippon india quarterly interval fund - series ii - direct pl
118736,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option,nippon india balanced advantage fund - direct plan growth pl
118737,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option,nippon india balanced advantage fund - direct plan growth pl
118741,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,nippon india index fund - nifty 50 plan - direct plan growth
118742,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,nippon india index fund - nifty 50 plan - direct plan growth
118762,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option,nippon india power & infra fund - direct plan growth plan -
118763,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,nippon india power & infra fund - direct plan growth plan -
118764,IDFC  Government Securities Fund - Provident Fund -Direct Plan-Annual Dividend,idfc  government securities fund - provident fund -direct pl
118765,IDFC  Government Securities Fund - Provident Fund -Direct Plan-Quarterly Dividend,idfc  government securities fund - provident fund -direct pl
118766,IDFC  Government Securities Fund - Provident Fund -Direct Plan-Growth,idfc  government securities fund - provident fund -direct pl
118785,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,nippon india index fund - bse sensex plan - direct plan grow
118791,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,nippon india index fund - bse sensex plan - direct plan grow
118807,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,nippon india corporate bond fund - direct plan growth plan -
118814,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,nippon india corporate bond fund - direct plan growth plan -
118857,Mirae Asset Liquid Fund - Direct Plan - Growth,mirae asset liquid fund - direct plan - growth
118859,Mirae Asset Liquid Fund - Direct Plan - Growth,mirae asset liquid fund - direct plan - growth
118864,DSP BlackRock Dual Advantage Fund - Series 11 - 36M - Regular Plan - Growth Option (Maturity Date 04-Apr-2016),dsp blackrock dual advantage fund - series 11 - 36m - regula
118865,DSP BlackRock Dual Advantage Fund - Series 11 - 36M - Regular Plan - Dividend Payout Option (Maturity Date 04-Apr-2016),dsp blackrock dual advantage fund - series 11 - 36m - regula
118897,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Direct Plan - Dividend,icici prudential capital protection oriented fund iii - plan
118898,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Cumulative,icici prudential capital protection oriented fund iii - plan
118899,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Dividend,icici prudential capital protection oriented fund iii - plan
118900,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Direct Plan - Cumulative,icici prudential capital protection oriented fund iii - plan
118913,ICICI Prudential Fixed Maturity Plan-Series 65-366 Days Plan I - Direct Plan - Dividend,icici prudential fixed maturity plan-series 65-366 days plan
118914,ICICI Prudential Fixed Maturity Plan-Series 65-366 Days Plan I - Regular Plan - Cumulative,icici prudential fixed maturity plan-series 65-366 days plan
118915,ICICI Prudential Fixed Maturity Plan-Series 65-366 Days Plan I - Regular Plan - Dividend,icici prudential fixed maturity plan-series 65-366 days plan
118916,ICICI Prudential Fixed Maturity Plan-Series 65-366 Days Plan I - Direct Plan - Cumulative,icici prudential fixed maturity plan-series 65-366 days plan
118917,JPMorgan India Fixed Maturity Plan - Series 12 - Regular Plan - Growth Option,jpmorgan india fixed maturity plan - series 12 - regular pla
118918,JPMorgan India Fixed Maturity Plan - Series 12 - Regular Plan - Dividend Option,jpmorgan india fixed maturity plan - series 12 - regular pla
118919,JPMorgan India Fixed Maturity Plan - Series 12 - Direct Plan - Growth Option,jpmorgan india fixed maturity plan - series 12 - direct plan
118920,JPMorgan India Fixed Maturity Plan - Series 12 - Direct Plan - Dividend Option,jpmorgan india fixed maturity plan - series 12 - direct plan
119133,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,groww largecap fund (formerly known as indiabulls blue chip
119134,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),groww largecap fund (formerly known as indiabulls bluechip f
119136,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),groww liquid fund (formerly known as indiabulls liquid fund)
119137,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),groww liquid fund (formerly known as indiabulls liquid fund)
119138,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),groww liquid fund (formerly known as indiabulls liquid fund)
119139,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),groww liquid fund (formerly known as indiabulls liquid fund)
119269,Tata Growing Economies Infrastructure Fund Scheme A-Direct Plan Growth,tata growing economies infrastructure fund scheme a-direct p
119270,Tata Growing Economies Infrastructure Fund Scheme A-Direct Plan Dividend,tata growing economies infrastructure fund scheme a-direct p
119273,Tata Growing Economies Infrastructure Fund Scheme B-Direct Plan Growth,tata growing economies infrastructure fund scheme b-direct p
119274,Tata Growing Economies Infrastructure Fund Scheme B-Direct Plan Dividend,tata growing economies infrastructure fund scheme b-direct p
119277,DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - Growth,dsp world gold mining overseas equity omni fof - direct plan
119278,DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - IDCW,dsp world gold mining overseas equity omni fof - direct plan
119329,Union KBC Asset Allocation Fund - Conservative Plan - Direct Plan - Dividend Option,union kbc asset allocation fund - conservative plan - direct
119330,Union KBC Asset Allocation Fund - Conservative Plan - Direct Plan - Growth Option,union kbc asset allocation fund - conservative plan - direct
119333,Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option,baroda bnp paribas banking and financial services fund - dir
119334,Baroda BNP Paribas Banking and Financial Services Fund - Direct - IDCW Option,baroda bnp paribas banking and financial services fund - dir
119342,PineBridge Infrastructure & Economic Reform Fund- Direct Plan- Dividend Option,pinebridge infrastructure & economic reform fund- direct pla
119343,PineBridge Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,pinebridge infrastructure & economic reform fund- direct pla
119363,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW,bank of india manufacturing & infrastructure fund-direct pla
119364,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,bank of india manufacturing & infrastructure fund-direct pla
119365,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW,bank of india manufacturing & infrastructure fund-direct pla
119454,Principal Government Securities Fund- Direct Plan - Dividend Option - Quarterly,principal government securities fund- direct plan - dividend
119456,Principal Government Securities Fund- Direct Plan - Dividend Option- Annually,principal government securities fund- direct plan - dividend
119467,Principal Cash Management Fund - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily,principal cash management fund - direct plan - income distri
119469,Principal Cash Management Fund - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly,principal cash management fund - direct plan - income distri
119518,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan,aditya birla sun life international equity fund - plan b - g
119529,Aditya Birla Sun Life Government Securities Fund - Short Term Plan - Growth - Direct Plan,aditya birla sun life government securities fund - short ter
119530,Aditya Birla Sun Life Government Securities Fund - Short Term Plan - Daily Dividend - Direct Plan,aditya birla sun life government securities fund - short ter
119534,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW,aditya birla sun life interval income fund - quarterly serie
119535,Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan,aditya birla sun life interval income fund - quarterly serie
119575,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Direct - IDCW,aditya birla sun life commodity equities fund - global agri
119576,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,aditya birla sun life commodity equities fund - global agri
119579,Birla Sun Life Commodities Equities Fund Global Multi Commodity Plan - Dividend - Direct Plan,birla sun life commodities equities fund global multi commod
119580,Birla Sun Life Commodities Equities Fund Global Multi Commodity Plan - Growth - Direct Plan,birla sun life commodities equities fund global multi commod
119583,Birla Sun Life Commodities Equities Fund Global Precious Metals Plan - Dividend - Direct Plan,birla sun life commodities equities fund global precious met
119584,Birla Sun Life Commodities Equities Fund Global Precious Metals Plan - Growth - Direct Plan,birla sun life commodities equities fund global precious met
119595,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),sundaram consumption fund (formerly known as sundaram rural
119596,Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),sundaram financial services opportunities fund direct plan -
119597,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,sundaram financial services opportunities fund direct plan -
119610,Aditya Birla Sun Life Gilt Plus - Liquid Plan - Quarterly Dividend - Direct Plan,aditya birla sun life gilt plus - liquid plan - quarterly di
119611,Aditya Birla Sun Life Gilt Plus - Liquid Plan - Annual Dividend - Direct Plan,aditya birla sun life gilt plus - liquid plan - annual divid
119614,Aditya Birla Sun Life Constant Maturity 10 Year Gilt Fund - Growth - Direct Plan,aditya birla sun life constant maturity 10 year gilt fund -
119615,Aditya Birla Sun Life Constant Maturity 10 Year Gilt Fund - Quarterly Dividend - Direct Plan,aditya birla sun life constant maturity 10 year gilt fund -
119617,Aditya Birla Sun Life India Opportunities Fund - Dividend - Direct Plan,aditya birla sun life india opportunities fund - dividend -
119622,Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW),sundaram corporate bond fund direct plan - income distributi
119624,Sundaram Corporate Bond Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),sundaram corporate bond fund direct plan - income distributi
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,sundaram banking & psu fund (formerly known as sundaram bank
119626,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),sundaram banking & psu fund (formerly known as sundaram bank
119627,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),sundaram banking & psu fund (formerly known as sundaram bank
119629,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,sundaram banking & psu fund (formerly known as sundaram bank
119635,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,sundaram conservative hybrid fund (formerly known as sundara
119636,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - IDCW,sundaram conservative hybrid fund (formerly known as sundara
119637,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan -Income Distribution cum Capital Withdrawal (IDCW),sundaram conservative hybrid fund (formerly known as sundara
119638,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),sundaram conservative hybrid fund (formerly known as sundara
119639,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Bonus,sundaram conservative hybrid fund (formerly known as sundara
119650,Sundaram Monthly Income Plan - Moderate Plan - Direct Plan - Monthly Dividend Option,sundaram monthly income plan - moderate plan - direct plan -
119651,Sundaram Monthly Income Plan - Moderate Plan - Direct Plan - Quarterly Dividend Option,sundaram monthly income plan - moderate plan - direct plan -
119652,Sundaram Monthly Income Plan - Moderate Plan - Direct Plan - Half Yearly Dividend Option,sundaram monthly income plan - moderate plan - direct plan -
119653,Sundaram Monthly Income Plan - Moderate Plan - Direct Plan - Bonus  Option,sundaram monthly income plan - moderate plan - direct plan -
119654,Sundaram Monthly Income Plan - Moderate Plan - Direct Plan - Growth Option,sundaram monthly income plan - moderate plan - direct plan -
119672,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan-Income Distribution cum Capital Withdrawal (IDCW),sundaram medium duration fund (formerly known as sundaram me
119673,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund Direct Plan -Growth,sundaram medium duration fund (formerly known as sundaram me
119674,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan -Income Distribution cum Capital Withdrawal(IDCW),sundaram medium duration fund (formerly known as sundaram me
119675,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Growth,sundaram medium duration fund (formerly known as sundaram me
119676,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan -Income Distribution cum Capital Withdrawal (IDCW),sundaram medium duration fund (formerly known as sundaram me
119693,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan D - Direct Plan - Growth,sundaram fixed income interval fund- quarterly series-plan d
119694,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan D - Direct Plan - Dividend Payout,sundaram fixed income interval fund- quarterly series-plan d
119696,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan A - Direct Plan - Dividend Payout,sundaram fixed income interval fund- quarterly series-plan a
119697,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan A - Direct Plan - Growth,sundaram fixed income interval fund- quarterly series-plan a
119698,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan B - Direct Plan - Growth,sundaram fixed income interval fund- quarterly series-plan b
119699,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan B - Direct Plan - Dividend Payout,sundaram fixed income interval fund- quarterly series-plan b
119701,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan C - Direct Plan - Growth,sundaram fixed income interval fund- quarterly series-plan c
119702,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan C - Direct Plan - Dividend Payout,sundaram fixed income interval fund- quarterly series-plan c
119703,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan E - Direct Plan - Dividend Payout,sundaram fixed income interval fund- quarterly series-plan e
119704,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan E - Direct Plan - Growth,sundaram fixed income interval fund- quarterly series-plan e
119738,Kotak Bond Short Term Plan-(Payout of Income Distribution cum capital withdrawal option) - Direct,kotak bond short term plan-(payout of income distribution cu
119742,Kotak Credit Risk Fund - Monthly Payout of Income Distribution cum capital withdrawal option - Direct,kotak credit risk fund - monthly payout of income distributi
119745,Kotak Money Market Fund - (Daily Reinvestment of Income Distribution cum capital withdrawal option) - Direct,kotak money market fund - (daily reinvestment of income dist
119747,Kotak Money Market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct,kotak money market fund - (monthly payout of income distribu
119748,Kotak Money Market Fund - (Weekly Reinvestment of Income Distribution cum capital withdrawal option) - Direct,kotak money market fund - (weekly reinvestment of income dis
119749,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct,kotak treasury advantage fund -daily reinvestment of income
119758,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct,kotak gilt-investment regular-payout of income distribution
119772,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct,kotak elss tax saver fund-payout of income distribution cum
119778,Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option - Direct,kotak global emerging market overseas equity omni fof - payo
119780,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option- Direct,kotak gold fund payout of income distribution cum capital wi
119884,Tata Fixed Income Portfolio Fund - Scheme A1 - Direct Plan - Growth,tata fixed income portfolio fund - scheme a1 - direct plan -
119885,Tata Fixed Income Portfolio Fund - Scheme A1 - Direct Plan - Monthly Dividend,tata fixed income portfolio fund - scheme a1 - direct plan -
119895,Tata Fixed Income Portfolio Fund - Scheme A2 - Direct Plan - Growth,tata fixed income portfolio fund - scheme a2 - direct plan -
119896,Tata Fixed Income Portfolio Fund - Scheme A2 - Direct Plan - Monthly Dividend,tata fixed income portfolio fund - scheme a2 - direct plan -
119899,Tata Fixed Income Portfolio Fund - Scheme A3 - Direct Plan - Growth,tata fixed income portfolio fund - scheme a3 - direct plan -
119900,Tata Fixed Income Portfolio Fund - Scheme A3 - Direct Plan - Monthly Dividend,tata fixed income portfolio fund - scheme a3 - direct plan -
119911,Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Quarterly Dividend,tata fixed income portfolio fund - scheme b2 - direct plan -
119912,Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Growth,tata fixed income portfolio fund - scheme b2 - direct plan -
119913,Tata Fixed Income Portfolio Fund - Scheme B2 - Direct Plan - Monthly Dividend,tata fixed income portfolio fund - scheme b2 - direct plan -
119919,Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - Monthly Dividend,tata fixed income portfolio fund - scheme b3 - direct plan -
119920,Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - -Quarterly Dividend,tata fixed income portfolio fund - scheme b3 - direct plan -
