scheme_code,latest_name,name_prefix
150967,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Annual IDCW Option,uti fixed term income fund - series xxxv-ii (1223 days) - re
150968,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Flexi IDCW Option,uti fixed term income fund - series xxxv-ii (1223 days) - re
150969,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Maturity IDCW Option,uti fixed term income fund - series xxxv-ii (1223 days) - re
150970,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Direct Plan - Flexi IDCW Option,uti fixed term income fund - series xxxv-ii (1223 days) - di
150971,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Growth Option,uti fixed term income fund - series xxxv-ii (1223 days) - re
150972,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Quarterly IDCW Option,uti fixed term income fund - series xxxv-ii (1223 days) - re
150983,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Regular Plan - IDCW Payout,sbi fixed maturity plan (fmp) - series 73 (1226 days) - regu
150984,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Direct Plan - Growth,sbi fixed maturity plan (fmp) - series 73 (1226 days) - dire
150985,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Direct Plan - IDCW Payout,sbi fixed maturity plan (fmp) - series 73 (1226 days) - dire
150986,SBI Fixed Maturity Plan (FMP) - Series 73 (1226 Days) - Regular Plan - Growth,sbi fixed maturity plan (fmp) - series 73 (1226 days) - regu
151033,HSBC Midcap Fund - Regular IDCW,hsbc midcap fund - regular idcw
151034,HSBC Midcap Fund - Regular Growth,hsbc midcap fund - regular growth
151035,HSBC Midcap Fund - Direct IDCW,hsbc midcap fund - direct idcw
151036,HSBC Midcap Fund - Direct Growth,hsbc midcap fund - direct growth
151064,HSBC Short Duration Fund - Regular Quarterly IDCW,hsbc short duration fund - regular quarterly idcw
151065,HSBC Short Duration Fund - Regular Growth,hsbc short duration fund - regular growth
151067,HSBC Short Duration Fund - Direct Growth,hsbc short duration fund - direct growth
151069,HSBC Short Duration Fund - Direct Quarterly IDCW,hsbc short duration fund - direct quarterly idcw
151084,HSBC Dynamic Bond Fund - Regular Growth,hsbc dynamic bond fund - regular growth
151085,HSBC Dynamic Bond Fund - Regular Monthly IDCW,hsbc dynamic bond fund - regular monthly idcw
151086,HSBC Dynamic Bond Fund - Direct Monthly IDCW,hsbc dynamic bond fund - direct monthly idcw
151087,HSBC Dynamic Bond Fund - Direct Growth,hsbc dynamic bond fund - direct growth
151115,HSBC Low Duration Fund - Regular Monthly IDCW,hsbc low duration fund - regular monthly idcw
151116,HSBC Low Duration Fund - Direct Monthly IDCW,hsbc low duration fund - direct monthly idcw
151117,HSBC Low Duration Fund - Direct Growth,hsbc low duration fund - direct growth
151120,HSBC Aggressive Hybrid Fund - Regular Growth,hsbc aggressive hybrid fund - regular growth
151122,HSBC Aggressive Hybrid Fund - Direct Growth,hsbc aggressive hybrid fund - direct growth
151124,HSBC Aggressive Hybrid Fund - Regular Annual IDCW,hsbc aggressive hybrid fund - regular annual idcw
151125,HSBC Aggressive Hybrid Fund - Direct Annual IDCW,hsbc aggressive hybrid fund - direct annual idcw
151164,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth,360 one elss tax saver nifty 50 index fund - regular plan -
151167,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,360 one elss tax saver nifty 50 index fund - regular plan -
151186,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option,aditya birla sun life fixed term plan - series ub (1224 days
151188,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option,aditya birla sun life fixed term plan - series ub (1224 days
151189,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option,aditya birla sun life fixed term plan - series ub (1224 days
151210,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Annual IDCW,icici prudential nifty sdl sep 2026 index fund - direct plan
151211,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth,icici prudential nifty sdl sep 2026 index fund - direct plan
151252,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Direct Plan- Growth,sbi fixed maturity plan (fmp)-series 74 (1243 days)- direct
151253,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Direct Plan- Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp)-series 74 (1243 days)- direct
151254,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Regular Plan- Growth,sbi fixed maturity plan (fmp)-series 74 (1243 days)- regular
151255,SBI Fixed Maturity Plan (FMP)-Series 74 (1243 Days)- Regular Plan- Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp)-series 74 (1243 days)- regular
151271,SBI Fixed Maturity Plan (FMP)-Series 75 (366 Days)- Regular  Plan- Growth,sbi fixed maturity plan (fmp)-series 75 (366 days)- regular
151272,SBI Fixed Maturity Plan (FMP)-Series 75 (366 Days)- Regular Plan- Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp)-series 75 (366 days)- regular
151279,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option,baroda bnp paribas nifty sdl december 2026 index fund - regu
151280,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - IDCW Option,baroda bnp paribas nifty sdl december 2026 index fund - regu
151281,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - IDCW Option,baroda bnp paribas nifty sdl december 2026 index fund - dire
151283,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option,baroda bnp paribas nifty sdl december 2026 index fund - dire
151297,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth,axis crisil ibx 50:50 gilt plus sdl june 2028 index fund - r
151298,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW,axis crisil ibx 50:50 gilt plus sdl june 2028 index fund - r
151299,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW,axis crisil ibx 50:50 gilt plus sdl june 2028 index fund - d
151300,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth,axis crisil ibx 50:50 gilt plus sdl june 2028 index fund - d
151327,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - Growth,dsp crisil-ibx 50:50 gilt plus sdl - april 2033 index fund -
151328,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - IDCW,dsp crisil-ibx 50:50 gilt plus sdl - april 2033 index fund -
151329,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - Growth,dsp crisil-ibx 50:50 gilt plus sdl - april 2033 index fund -
151330,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - IDCW,dsp crisil-ibx 50:50 gilt plus sdl - april 2033 index fund -
151331,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Quarterly IDCW Option,uti fixed term income fund - series xxxv-iii (1176 days) - r
151332,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Flexi IDCW Option,uti fixed term income fund - series xxxv-iii (1176 days) - r
151333,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Quarterly IDCW Option,uti fixed term income fund - series xxxv-iii (1176 days) - d
151334,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Annual IDCW Option,uti fixed term income fund - series xxxv-iii (1176 days) - d
151335,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Maturity IDCW Option,uti fixed term income fund - series xxxv-iii (1176 days) - d
151338,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Growth Option,uti fixed term income fund - series xxxv-iii (1176 days) - r
151339,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Regular Plan - Annual IDCW Option,uti fixed term income fund - series xxxv-iii (1176 days) - r
151341,UTI Fixed Term Income Fund - Series XXXV-III (1176 Days) - Direct Plan - Growth Option,uti fixed term income fund - series xxxv-iii (1176 days) - d
151348,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp) - series 76 (1221 days) - regu
151349,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Regular Plan - Growth,sbi fixed maturity plan (fmp) - series 76 (1221 days) - regu
151350,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Direct Plan - Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp) - series 76 (1221 days) - dire
151351,SBI Fixed Maturity Plan (FMP) - Series 76 (1221 Days) - Direct Plan - Growth,sbi fixed maturity plan (fmp) - series 76 (1221 days) - dire
151363,UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option,uti nifty sdl plus aaa psu bond apr 2026 75:25 index fund -
151364,UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option,uti nifty sdl plus aaa psu bond apr 2026 75:25 index fund -
151365,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth,edelweiss crisil ibx 50:50 gilt plus sdl short duration inde
151370,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth,dsp nifty sdl plus g-sec sep 2027 50:50 index fund - regular
151371,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - IDCW,dsp nifty sdl plus g-sec sep 2027 50:50 index fund - direct
151372,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - IDCW,dsp nifty sdl plus g-sec sep 2027 50:50 index fund - regular
151373,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth,dsp nifty sdl plus g-sec sep 2027 50:50 index fund - direct
151390,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option,nippon india nifty sdl plus g-sec-jun 2029 maturity 70:30 in
151391,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option,nippon india nifty sdl plus g-sec-jun 2029 maturity 70:30 in
151392,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan- Growth Option,nippon india nifty sdl plus g-sec-jun 2029 maturity 70:30 in
151393,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Regular Growth,aditya birla sun life crisil ibx aaa mar 2024 index fund-reg
151394,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Direct IDCW,aditya birla sun life crisil ibx aaa mar 2024 index fund-dir
151395,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Regular IDCW,aditya birla sun life crisil ibx aaa mar 2024 index fund-reg
151396,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Direct Growth,aditya birla sun life crisil ibx aaa mar 2024 index fund-dir
151397,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW,edelweiss crisil ibx 50:50 gilt plus sdl short duration inde
151398,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth,edelweiss crisil ibx 50:50 gilt plus sdl short duration inde
151399,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW,edelweiss crisil ibx 50:50 gilt plus sdl short duration inde
151400,SBI Fixed Maturity Plan (FMP)-Series 77 (366 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp)-series 77 (366 days) direct pl
151401,SBI Fixed Maturity Plan (FMP)-Series 77 (366 Days)- Regular Plan- Growth,sbi fixed maturity plan (fmp)-series 77 (366 days)- regular
151402,SBI Fixed Maturity Plan (FMP)-Series 77 (366 Days)- Regular Plan- Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp)-series 77 (366 days)- regular
151403,SBI Fixed Maturity Plan (FMP)-Series 77 (366 Days) Direct Plan- Growth,sbi fixed maturity plan (fmp)-series 77 (366 days) direct pl
151404,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option",pgim india crisil ibx gilt index - apr 2028 fund - regular p
151405,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option",pgim india crisil ibx gilt index - apr 2028 fund - regular p
151406,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option",pgim india crisil ibx gilt index - apr 2028 fund - direct pl
151407,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option",pgim india crisil ibx gilt index - apr 2028 fund - direct pl
151421,Mirae Asset Fixed Maturity Plan - Series V -Plan 1 - Direct Plan - Growth,mirae asset fixed maturity plan - series v -plan 1 - direct
151422,Mirae Asset Fixed Maturity Plan - Series V -Plan 1 - Direct Plan - IDCW,mirae asset fixed maturity plan - series v -plan 1 - direct
151423,Mirae Asset Fixed Maturity Plan - Series V -Plan 1 - Regular Plan - Growth,mirae asset fixed maturity plan - series v -plan 1 - regular
151424,Mirae Asset Fixed Maturity Plan - Series V -Plan 1 - Regular Plan - IDCW,mirae asset fixed maturity plan - series v -plan 1 - regular
151425,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct IDCW Payout,aditya birla sun life crisil ibx sdl jun 2032 index fund - d
151426,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout,aditya birla sun life crisil ibx sdl jun 2032 index fund - r
151427,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth,aditya birla sun life crisil ibx sdl jun 2032 index fund - d
151428,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth,aditya birla sun life crisil ibx sdl jun 2032 index fund - r
151433,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH,axis crisil ibx 50:50 gilt plus sdl september 2027 index fun
151434,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW,axis crisil ibx 50:50 gilt plus sdl september 2027 index fun
151435,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH,axis crisil ibx 50:50 gilt plus sdl september 2027 index fun
151436,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW,axis crisil ibx 50:50 gilt plus sdl september 2027 index fun
151439,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option,nippon india nifty g-sec oct 2028 maturity index fund-regula
151440,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option,nippon india nifty g-sec oct 2028 maturity index fund-direct
151441,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option,nippon india nifty g-sec oct 2028 maturity index fund-regula
151442,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option,nippon india nifty g-sec oct 2028 maturity index fund-direct
151451,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Growth,sbi fixed maturity plan (fmp)-series 78 (1170 days) direct p
151452,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Direct Plan- Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp)-series 78 (1170 days) direct p
151453,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Income Distribution Cum Capital Withdrawal Payout,sbi fixed maturity plan (fmp)-series 78 (1170 days) regular
151454,SBI Fixed Maturity Plan (FMP)-Series 78 (1170 Days) Regular Plan- Growth,sbi fixed maturity plan (fmp)-series 78 (1170 days) regular
